text,translation,num_words,author,source,page,line
Ektò té ni an gran jaden éti té ni lédjim kon titiri.,Hector possédait un grand jardin où poussaient en abondance des légumes.,20,Jala,A. T. K. P.,483,46
I wè vini yon gwo léfan.,Il vit arriver un gros éléphant.,17,L. Hearn,T. F. B. C.,483,53
"Nwel sé léfiyansay, yo ké mayé Joudlan.","Les fiançailles auront lieu à Noël, ils se marieront le Jour de l’An.",13,G. Gratiant,F. C.,484,2
Fè moun chaché lèfré anba lonbwaj tout sé pié- mango a.,Pousser les gens à chercher le frais à l’ombre de tous les manguiers.,16,J.M. Rosier,An L.,484,16
"Konpè Leg, ou ki met siel-la, sové nou, nou an danjé !","Compère Aigle, toi qui est le maître des cieux, sauve-nous, nous sommes en",20,I. Césaire,L’enf. des pas.,484,20
Yo té ka goumen pou trapé légalité épi sé Bétjé-a.,Ils se battaient pour obtenir l’égalité avec les Blancs créoles.,10,,,484,27
Ni anlo ki kay légliz.,Il y en a beaucoup qui se rendent à l’église.,13,Jala,A. T. K. P.,484,35
I trapé an gran légorin san menm pwan lapenn fwoté’y suif.,Il s’est saisi d’une grande égoïne sans même prendre la peine de la frotter de suif.,19,G. Gratiant,F. K. Z.,484,41
Koumansé fè legzesis.,Commencez à faire des exercices.,7,F. Marbot,Bamb.,484,48
Li té rivé nan kat-chimen legzistans li.,Il était arrivé à la croisée de son existence.,16,R. Confiant,J. D. D. B.,484,53
Tout amatè zabitan té lé wè’y menm si dapré yo sé té an léjann.,"Tous les amateurs d’écrevisses voulaient la voir, même si à les entendre, il s’agissait",21,P. Raymond,L. E. R.,484,57
Ni moun ki ni lanmen léjè.,Il y a des gens qui ont la main légère,16,G. de Vassoigne,F.  K.,484,64
Ou sé pé vini lékaristi épi mwen pou wè si ou ka sové nanm-ou !,Tu pourrais venir prendre l’eucharistie avec moi pour voir si tu peux sauver ton âme !,15,J. Florentiny,Dod.,485,14
"Alò, yo montré mwen lékel ki papa’y.","Alors, on m’a montré lequel était son père.",15,R. Confiant,M. F.,485,19
"Tout lèkètè, piòpiò ek apoda ka pwan kò-yo pou kalagway.","Tous les moins-que-rien, les débiles et les imbéciles se prennent pour des gens  importants.",17,Monchoachi,B. B. Z.,485,23
Lékipaj-la té prézan a lapel kôn lanbi-a.,L’équipage répondit présent à l’appel de la conque de lambi.,15,T. Célilan,Cri s.,485,32
"An jou léklèsi, an jou lanbéli.","Un jour d’éclaircie, un jour d’embellie.",13,A. Jouanakaéra,Anth.,485,39
"Léko, di yo ban mwen, difé mwen-yan étenn.","O écho, dis leur que mon feu s’est éteint.",15,T. Léotin,L. L.,485,44
Ayen pa fèt adan an lékol !,Rien ne s’est inventé au sein d’une école !,13,C. Rosemain,D. I. B.,485,48
"Sé jou-tala, lékonomi péyi-a ka désann","Ces jours-ci, l’économie du pays bat de l’aile",6,,,485,52
Ladjables sé lèkontrè i té ni.,La Diablesse possédait le contraire.,13,T. Léotin,L. L.,485,59
Man chaché’w anlè lékos an vié mapou.,Je t’ai cherchée sur l’écorce d’un mapou vénérable,11,A. Jouanakaéra,Anth.,486,3
Pas i té ka trapé kriz lékranpi.,"Parce qu’il était sujet à des crises d’écrampsie.  (H. Atine, A. S. D.)",7,,,486,10
Yo ka touvé lesplikasion-an koté manman-yo.,Elles trouvent les explications auprès de leurs mères.,16,H.Atine,A. S.D.,486,16
"Kon lektè-a ké rimatjé, tanzantan fonséyè-a ka mété yonn-dé ti mo fwansé adan kréyol-li a.","Comme le remarquera le lecteur, de temps à autre le fossoyeur introduira quelques mots de français",15,R. Confiant,J. D. D. B.,486,23
Timanmay atjèman pa enmen lekti.,Les enfants d’aujourd’hui n’aiment pas la lecture.,5,,,486,33
Anni sé poto lektrisité-a ek lo fil nwè yo a ki fè vidé douvan’y.,Seuls les poteaux électriques et tous leurs fils noirs dansèrent devant ses yeux.,14,R. Confiant,K. Y.,486,39
"Edwa, ki té ped lekzistans-li.","Edouard, dont l’existence s’était achevée.",13,R. Confiant,Ecrire p. t.,486,47
I pwan baton-lélé épi i lélé piman-la.,Elle prit la mouvette et remua les piments.,16,L. Hearn,C. C.,486,54
"Dimen, neg pé ké fè lèlè.","Demain, les nègres ne feront pas d’atermoiements.",12,C. Boulard,Beaur.,486,69
Lèlèn sé an fanm ki ni ganm an kò’y.,Lèlène est une femme qui fait des manières.,9,,,487,12
"Kon lelmi té ka wè yo, i té ka kaka.","En les voyant, l’ennemi se mit à trambler de peur.",15,G. Mauvois,K. L.K.,487,16
I pé fè lèmal kon lèbien ?,Il peut faire aussi bien le mal que le bien ?,13,R. Confiant,M. F.,487,22
Pawol-mwen an ki la-a woulé adan an dlo ki rédi’y kon léman.,Ma parole répandue s’est roulée dans l’eau comme attirée par un aimant.,17,Monchoachi,Nst.,487,26
Sé lèspri a lémò ka kalbandé déwò a.,C’est l’esprit des morts qui virevolte au dehors.,14,Monchoachi,K. L.,487,32
Chouchouté’y. Fè’y sòti wè lèmonn.,La chouchouter. La faire sortir pour voir le monde.,11,G. Mauvois,M. M.,487,36
An gwo lémosion anlè yo.,Avec une émotion profonde.,12,G. Maupassant,A. D. K.,487,41
Man plis ki sav ki pep-nou an fini bat menm si nou trapé lendépandans.,"Je sais très bien que notre peuple est fichu, même si nous obtenons notre indépendance.",14,R. Confiant,C. C.,487,48
An lendiférans éréditè pou wouchach sé bel doukou-a yo ka kriyé lakanmantri a.,L’indifférence héréditaire pour cette recherche des formes séduisantes qu’on appelle l’art.,13,G. Maupassant,A. D. K.,487,59
Yo voyé lendik ba lézot.,Ils envoyèrent des indications aux autres.,12,G. Mauvois,K. L. K.,488,4
Sé pa chimen lendiférans.,Ce n’est pas la voie de l’indifférence.,11,J.C.Corbin,T.P.P.,488,9
"Yo té ka planté koton, tabak, lendigo,an menm tan kon viv.","Ils plantaient du coton, du tabac, de l’indigo, de même que des vivres.",18,G. Mauvois,K. L. K.,488,14
Egritid ka défwazé fidji-yo anba klèté sé lendò-a.,La rage leur déformant le visage à la lueur des flambeaux.,14,R. Confiant,Maris.,488,18
Sa sé yon défo ki komen ; lengratitid yo kriyé li.,C’est un défaut qui est commun ; il s’appelle l’ingratitude.,16,F. Marbot,Bamb.,488,24
Lenj-la ka koulé laswè anlè mwen.,Mes vêtements dégoulinaient de sueur.,12,G. Mauvois,M. Ch.,488,40
Pies kalté lenjistis pa té ka fè moun goumen.,Aucune injustice ne poussait les gens à se battre.,17,F. Kichenassamy,C. P. G.,488,46
"Sé pa Lenlen, sé pa Kéké, sé pa Bèbèw.  R. Loiseau","Ce n’est pas Lainlain, ce n’est pas Kéké, ce n’est pas Bébert.",14,S.,L.,488,51
Lenn-la té plen lestonmak-li.,La laine lui avait rempli l’estomac.,10,G. Gratiant,F. K. Z.,488,57
Mwen jwenn Loulou atè « Lenpératris ».,J’ai rencontré Loulou à « L’Impératrice ».,15,R. Confiant,J. D. D. B.,489,12
Sa sé lenpo. Man za di zot pa pwan sa.,Ce sont les impôts. Je vous ai déjà dit de ne pas accepter cela.,19,G. Mauvois,M.  M.,489,16
"I ofè mwen million pou man ba’y yonn men konmva man konnet lenpowtans di sa an moun pé fè épi an tet moun-mò, man pa ba’y li.","Il m’a offert des millions pour que je lui en fournisse un mais comme je connais l’importancede ce que quelqu’un peu faire avec une tête de mort, je ne le lui ai pas donné.",19,R. Confiant,J. D. D. B.,489,24
An ni len présion tout Karayib-la ki mò Sen-Piè a lésé malédision  ba Sen-Piè.,J’ai l’impression que tous ces Caraïbes qui sont morts à Saint-Pierre lui ont légué une malédiction.,22,E. Mona,Anth.,489,31
"Gwan moun ki rivé, épi lajan, djenyen an ti zoy lenstriksion.","Les grandes personnes qui ont réussi, grâce à l’argent, à gagner quelques",11,,,489,41
Epi lentansion alé koupé dé-zou-twa piébwa pou fè an ti yoka.,Avec l’intention d’aller couper quelques arbres pour faire un petit four à charbon de bois.,11,F. Kichenassamy,C. P. G.,489,47
An omaj a Sésé pou lentèlijans-li.,Un hommage à l’intelligence de Sésé.,10,E. Mona,Anth.,489,52
Mòso tè yo za las fè lenvantè.,Bout de terre dont on n’a cessé de faire l’inventaire.,16,R. Confiant,J. D. D. B.,490,2
"Mwen pé tjwé nenpot ki moun pou’w, menm si sé lèpap, fanm.","Pour toi, ô femme, je peux tuer n’importe qui, même le pape.",14,S.Restog,T.P.P.,490,9
"Défen lèpatè-mwen, i té mété an fonfonn tet-li sé’y ki té ni dévenn pasé pèsonn.",Feu mon père s’était mis dans la tête qu’il était plus malchanceux que tout le monde.,15,R. Confiant,J. D. D. B.,490,14
"Sé té yonn-dé makak ek kas-yo, lépé-yo.",Il s’agissait de quelques macaques munis de casques et d’épées.,15,F. Kichenassamy,C. P. G.,490,19
Mwen ka alé épi lépervié-wen.,J’y vais avec mon épervier.,13,E. C. Parsons,Folk. Ant.,490,23
"Déja pou yonn, fok katjilé wotè ek lépésè lapot-la.","D’abord, il faut mesurer la hauteur et l’épaisseur de la porte.",14,D.Boukman,Déliv.,490,27
Akouchez-la ka pwan mòso chabon difé épi an lépéset.,L’accoucheuse prend une braise à l’aide d’une pincette.,12,H.Atine,A. S.D.,490,31
Man ay déjinen lakay lé Chantal la pou Lépifanni.,J’ai été dîner chez les Chantal pour fêter l’Epiphanie.,16,G. Maupassant,A. D. K.,490,35
"Nonm-la té, yon jou, sòti koupé yon chaj lépini.","L’homme venait, un jour, de couper un fagot d’épineux.",14,F. Marbot,Bamb.,490,41
Lè an lépok ni kat bon mèt latè asou’y.,Lorsqu’une époque a été recouverte par quatre bons mètres de terre.,17,G. Gratiant,F. K. Z.,490,48
"An tan lalep, lépré té ni sa anpil Matinik.","A l’époque de la lèpre, il y avait beaucoup de lépreux à la Martinique.",15,R. Confiant,M. F.,490,54
Lères manmay-la rété.,Le reste des enfants resta sur place.,12,F. Kichenassamy,C. P. G.,491,6
An souf lérezté té ka floté toupatou adan limiè cho label-sézon an ki té viré a.,Un souffle de bonheur flottait partout dans la lumière chaude du printemps revenu.,16,G. Maupassant,A. D. K.,491,14
Sa i ni an poch-li sé lajan-dwé oubien léritaj papa’y.,"Ce qu’il a en poche, c’est de l’argent de ses dettes ou bien l’héritage de son père.",17,V. Placoly,D. J.,491,19
I antré lopital pou yo opéré’y lerni.,Il est entré à l’hopital pour se faire opérer d’une hernie.,7,,,491,24
"Makoumè, ou pa ni lésans ?","Hé, l’ami, tu n’as pas d’essence ?",18,J. Laurent et I. Césaire,C. M. Ant.,491,29
Men lésansiel sé tizann-lan épi lok-la pou djéri bobo-a.,"Mais l’essentiel, c’est la tisane et le remède qui guérira la blessure.",18,H. Atine,A. S. D.,491,33
Fok pa i lésé lariviè chayé lespri’y adan lanmè.,Il ne faut pas qu’il laisse la rivière entraîner son esprit jusqu’à la mer.,15,J.C.Corbin,T.P.P.,491,40
pvb . Kout kouto an dlo pa ka lésé mak,(litt. « Coup de couteau dans l’eau ne laisse pas de traces »),10,,,491,47
I ka mandé lésen padon ba Mano.,Elle demande pardon aux saints pour Mano.,15,R. Confiant,J. D. D. B.,491,52
Jou i té alé mété Sando lésision.,Le jour où elle alla inscrire Sando au catéchisme.,14,F. Kichenassamy,C. P. G.,491,59
Evè on lésivez labitasion Détouwno yo té ka kriyé Noémiz.,Avec une lavandière de la plantation Destourneaux appelée Noémise.,18,R. Confiant,J. D. D. B.,492,5
"Fi-a té wè’y, té rimatjé’y, té anmasibolé’y kò’y di’y, mèyè toupannan i té ka gadé sé leskadwon- an défilé.","Elle l’avait vu, remarqué, aimé en regardant défiler les escadrons, sans doute.",10,G. Flaubert,A. D. K.,492,10
Nou ka tann pa ka monté leskalié-a.,Nous entendons des pas qui montent l’escalier.,14,R. Confiant,M. F.,492,15
Pou sèvi yo leskot ek gad-di-kò.,Afin de leur servir d’escorte et de gardes du corps.,11,G.H. Léotin,M. L.,492,22
Ek sé kon si an wounounou lavi té ka plen lespas-la.,Et un murmure de vie semblait emplir l’espace.,18,G. Maupassant,A. D. K.,492,26
Man di’w : sé ou menm ki lespéditè’w.,Je vous le dis : vous êtes votre propre expéditeur,14,G. Mauvois,Man Ch.,492,31
"Sé pas dèyè jaré neg li, an razié lèspérans, djol chien blan anrajé ka tjimen.","C’est parce que derrière ses jarrets nègres, dans les buissons de l’espérance, des",15,Joby Bernabé,Konm.,492,36
Sa asé pou’w konpwann i té ni lèspérians.,C’est suffisant pour que tu comprennes qu’il avait de l’expérience.,16,G. Gratiant,F. K. Z.,492,43
Apré sa i rété an bon moman épi an lespes lafiev-frison anlè’y.,"Après cela, il fut atteint pendant un long moment par une espèce de fièvre accompagnée de",18,G.H.Léotin,M. L.,492,48
Yo tout ka tjébé lespirasion-yo.,Tous retiennent leur souffle.,14,I et H. Cadoré,C. B.,492,54
Boug-la té ka néyé kò’y adan an lesplikasion.,Il se perdait dans une explication.,15,G. Maupassant,A. D. K.,492,58
Ou pa ni dé lanmen ? Mé fè lespri’w travay.,N’as-tu pas deux mains ? Mais fait donc travailler ton esprit.,18,Jala,A. T. K. P.,493,3
Métal ek piè ka montré grandè lespri-mapipi lézom.,Les métaux et les pierres attestent le génie de l’homme.,15,G. Maupassant,A. D. K.,493,8
Mé chimen-mwen sé chimen lespwa.,Mais mon chemin est celui de l’espoir,10,Joby Bernabé,Konm.,493,13
Man kay bay désann épi lestan baay-mwen.,Je suis en train de descendre avec le reste de mes affaires,15,G. Mauvois,M.  M.,493,19
Kannot-la mal lesté.,Le canot est mal lesté.,9,Joby Bernabé,Konm.,493,25
Man té konpwann lestériè kay-la té pli bel.,Je pensais que l’extérieur de la maison était plus beau.,8,,,493,29
"Tibolonm-lan pa ka manjé, vè ké pitjé lestonmak-li.","Ce petit garçon ne mange pas, les vers lui piqueront la poitrine.",13,Joby Bernabé,Konm.,493,47
Sé diektè-a li-menm ki rimet li tou sa anlè lestrad-la.,C’est le directeur lui-même qui lui a tout remis sur l’estrade.,20,M. Elisée-Désir,T. M. B. C.,493,53
"E, léswè, lé sa té rivé sonmey té garé’w.","Et le soir, quand il arrivait que le sommeil s’empara de vous.",14,Monchoachi,K.L.,493,64
Lapo’y té kon let tounen.,Sa peau était couleur de lait qui  tourné.,12,M.-Th. Lung-Fou,P. D.,494,2
Mwen bizwen pati pòté let-mwen.,Il me faut m’en aller porter mes lettres.,11,G. Mauvois,M. Ch.,494,8
"ttm. Ou mété an let isi, i ka rivé an Fwans ?","Vous déposez une lettre ici, elle arrive en France.",12,,,494,10
rép. An pié-jiwomon.,Un citrouille.,3,,,494,12
Tanbou soley ké tonbé léta.,Le tambour du soleil tombera d’évanouissement,10,D. Boukman,Anbaf.,494,18
Gadé léta lanmen-mwen !,Regarde l’état de mes mains !,12,D.Boukman,Déliv.,494,25
Yo di sé an létab.,Ils déclarèrent qu’il s’agissait d’une étable.,14,G. de Vassoigne,M. K.,494,33
Fok monté senk létaj pou rivé kay-li.,Il faut grimper cinq étages pour arriver chez lui.,7,,,494,38
Ti Joj an tjou létajè-a ka bat tibwa.,Ti Georges ne cesse de tambouriner sur l’étagère.,14,Joby Bernabé,Konm.,494,42
Yo ké rifizé déklaré timanmay-la léta-sivil.,On refusera d’inscrire l’enfant sur les registres d’etat-civil.,13,H.Atine,A. S.D.,494,53
I di yo kon sa chaché létè ba’y akay lavwézinaj.,Il leur a demandé d’aller lui chercher de l’éther chez les voisins.,16,R. Confiant,Bitak.,494,59
Lanmè-a ni pasians pou an léternité.,La mer a une patience d’éternité.,11,G.Gratiant,Fab.K.Z.,495,5
Palakoz i té prété vwati létié-a.,Parce qu’elle avait emprunté la voiture du laitier.,14,G. Maupassant,A. D. K.,495,12
Lapo-mwen sé li ki létof djokté-mwen.,Ma peau est l’étoffe de ma puissance.,11,T. Léotin,L. L.,495,18
Lapen pwan an poz létjè pou té pé réponn.,Lapin prit une pause à l’équerre afin de pouvoir lui répondre.,17,F. Kichenassamy,C. P. G.,495,26
Man létjété dan lanmè épi mwen rété la.,J’ai plongé dans la mer et y suis resté.,15,I et H. Cadoré,C. S.,495,33
"Yo fè chanm pou enpé moun dòmi, létjiri pou chouval épi vwati.","Ils ont préparé des chambres pour de nombreuses pour les gens, des écuries pour",12,G. de Vassoigne,Manman K.,495,41
Misié labé pasé létol asou’y.,Monsieur l’abbé enfila l’étole.,11,L. Hearn,C. C.,495,51
Pas neg ka anni mété gwo zotey-li adan létriyé-a.,Parce que le Nègre met ses gros orteils à l’étrier.,17,C. Rosemain,D. I. B.,495,55
Ou ni ka gadé manniè yo fè kannal Lèvasò Fodfwans.,Il voussuffit d’observer la manière dont a été construit le canal Levassor à Fort-de-France.,16,R. Loiseau,S. L.,496,9
I fè di manniè pou alé wè Souri-saj san lévé pèsonn.,Elle fit en sorte d’aller voir Souris-sage sans réveiller personne.,17,L. Labeau,R. M.,496,19
Yonn di li té ponn zé léza.,L’un d’eux avait pondu des oeufs de lézard.,14,F. Marbot,Bamb.,496,37
Lézafè té maré kon kod an sak.,Les choses étaient sérieusement emmêlées.,13,Monchoachi,K. L.,496,41
"Mi pwoblem, Lé-zantiyè !","Qu’est-ce qu’ils sont problématiques, les Antillais !",10,J. Florentiny,Dod.,496,47
"Epi ti labriz lézavan taa ; pwason, pwason.","Avec cette petite brise des Avents, on aura du poisson, du poisson.",14,R. Loiseau,Latit,496,51
Man kay ba’w tout lézendik pou défann kò’w.,Je te donnerai toutes les indications qui te permettront de te défendre.,15,T. Léotin,L. L.,496,55
"Sé ké lafet lézinosan, fèt lézanfan.","Ce sera la fête des Innocents, la fête des enfants.",13,M. Lebielle,F. N.,496,59
Bondié té ka palé ba lézom kon mwen la ka palé ba zot atjelman.,"Dieu parlait aux hommes, comme moi je vous parle en ce moment.",19,J.M. Rosier,An L.,497,2
Tout moun tann li anlè lézonn.,Tout le monde l’a entendu sur les ondes.,6,,,497,9
Lézot nov pa té ka djè antérésé’y.,Les autres nouvelles ne l’intéressait guère.,12,R. Confiant,Maris.,497,14
Man té ka li an liv ki pa té ni pies paj.,Je lisais un livre totalement dépourvu de pages.,20,R. Confiant,J. D. D. B.,497,20
"Moulongon, ki li menm té sòti adan péyi prèmié pipiri soley.","Moulougou, qui lui-même venait d’un pays où l’oiseau-pipiri appelle le soleil au",18,T. Léotin,L. L.,497,26
